MQ135_Analog,MQ3_Analog,MiCS5524_Analog,Output,RSL_Hours
1510,952,828,0,3
118,265,10,1,77
856,633,806,0,17
865,313,10,1,41
241,18,0,1,154
1792,573,650,0,9
796,177,0,1,112
763,652,619,0,17
995,167,10,1,54
930,315,10,1,47
800,815,537,0,13
1638,590,799,0,6
800,964,746,0,14
237,284,10,1,71
589,63,10,1,83
1547,455,839,0,12
800,1023,609,0,13
800,944,572,0,11
1257,576,781,0,15
127,395,0,1,118
441,369,0,1,101
637,223,0,1,111
1839,475,830,0,10
1000,274,0,1,82
283,187,10,1,89
650,116,10,1,71
171,237,10,1,90
331,1,10,1,115
800,600,581,0,17
1666,981,826,0,5
352,93,0,1,150
78,188,0,1,141
343,136,0,1,128
774,230,10,1,46
940,749,949,0,10
800,999,520,0,16
800,1023,659,0,10
800,627,545,0,18
453,30,0,1,138
556,82,10,1,83
800,860,617,0,14
1499,773,976,0,10
722,370,0,1,78
1906,593,842,0,9
140,121,10,1,95
1551,871,1022,0,8
800,684,727,0,13
800,953,769,0,9
800,926,701,0,11
800,939,562,0,12
43,127,0,1,162
164,28,0,1,161
1356,427,707,0,17
800,875,742,0,12
1226,795,805,0,12
631,95,10,1,74
212,160,0,1,148
568,308,4,1,94
800,770,525,0,15
333,234,10,1,65
484,198,0,1,118
800,806,795,0,12
847,136,0,1,111
1000,207,0,1,90
800,651,576,0,15
392,317,8,1,76
288,81,0,1,140
800,830,786,0,15
800,839,748,0,14
10,389,2,1,106
150,180,0,1,146
29,302,10,1,71
339,7,10,1,112
685,48,10,1,88
948,455,710,0,17
828,412,669,0,20
1882,701,920,0,7
800,765,649,0,13
827,212,10,1,53
800,894,805,0,12
172,12,0,1,147
782,31,4,1,104
737,125,10,1,80
800,843,606,0,17
942,442,692,0,18
817,628,860,0,13
1938,706,713,0,6
650,174,7,1,77
564,301,4,1,82
516,344,0,1,106
1198,401,623,0,14
160,165,0,1,147
800,807,558,0,16
669,635,727,0,17
800,830,694,0,15
555,330,0,1,108
1000,184,10,1,47
729,419,563,0,20
398,400,9,1,48
306,386,10,1,49
521,97,0,1,120
104,95,0,1,157
1105,680,840,0,14
800,906,558,0,16
439,15,3,1,138
587,39,0,1,124
1669,957,788,0,5
800,909,679,0,11
800,814,637,0,12
800,1023,793,0,12
452,320,3,1,86
470,253,0,1,118
728,534,739,0,18
1930,821,873,0,3
496,318,0,1,106
845,571,837,0,16
800,619,744,0,14
617,139,0,1,130
681,192,0,1,107
800,661,508,0,14
370,338,0,1,119
621,114,0,1,119
854,120,10,1,63
692,285,10,1,47
800,650,625,0,15
1695,473,731,0,14
601,340,0,1,100
800,700,669,0,13
372,73,10,1,94
1218,831,1011,0,8
800,833,653,0,11
511,242,10,1,60
800,684,713,0,17
978,576,707,0,16
1694,573,851,0,8
191,241,10,1,90
800,960,707,0,11
622,49,10,1,87
800,738,604,0,15
847,168,0,1,118
800,670,625,0,17
800,755,638,0,12
810,217,0,1,93
146,204,10,1,88
800,1009,739,0,8
800,629,814,0,13
800,733,588,0,14
197,2,6,1,127
686,314,10,1,46
1867,910,952,0,0
800,974,528,0,14
17,8,0,1,163
800,1009,746,0,12
800,988,829,0,9
541,107,10,1,88
858,352,0,1,86
1687,420,792,0,11
925,239,10,1,41
800,853,654,0,11
451,265,10,1,76
606,93,10,1,73
885,659,636,0,17
470,202,0,1,125
1293,405,647,0,13
800,917,586,0,11
1697,497,583,0,12
846,209,6,1,65
800,1023,508,0,11
1348,532,856,0,13
114,311,10,1,65
800,794,571,0,13
800,940,814,0,13
325,44,10,1,97
717,199,1,1,106
1210,556,683,0,17
966,159,0,1,102
800,936,548,0,13
687,278,10,1,57
800,621,761,0,14
204,278,0,1,124
800,980,798,0,12
800,686,690,0,16
659,36,0,1,137
825,152,4,1,97
800,946,718,0,14
1442,553,630,0,10
522,78,0,1,132
1340,570,635,0,12
911,46,10,1,65
39,92,0,1,144
1587,702,550,0,12
710,249,0,1,94
800,845,545,0,15
685,427,660,0,22
557,369,10,1,44
847,319,0,1,100
800,881,679,0,15
146,260,0,1,133
907,166,8,1,65
382,190,0,1,133
1469,985,853,0,7
861,361,0,1,90
116,31,0,1,168
766,398,0,1,74
825,450,598,0,17
661,152,10,1,59
876,616,659,0,15
800,706,741,0,16
800,763,790,0,15
1524,498,773,0,11
783,479,632,0,18
240,187,10,1,77
176,348,10,1,77
749,142,7,1,70
1259,583,631,0,11
486,166,10,1,73
800,934,553,0,10
469,3,10,1,108
800,1001,600,0,11
1118,499,768,0,17
1680,523,659,0,11
732,67,0,1,127
800,947,615,0,11
800,830,534,0,17
784,185,10,1,51
800,805,676,0,14
910,631,607,0,17
723,32,0,1,125
870,271,6,1,76
800,621,695,0,16
23,213,10,1,89
1801,758,750,0,7
800,1013,518,0,11
967,16,10,1,80
800,624,716,0,16
701,42,0,1,137
800,687,734,0,17
869,559,854,0,15
800,861,711,0,13
289,160,10,1,97
800,810,507,0,18
1247,627,673,0,15
769,529,666,0,18
800,831,678,0,16
2000,467,856,0,9
313,195,0,1,134
867,283,0,1,84
542,328,0,1,95
979,491,766,0,13
820,275,0,1,98
311,81,0,1,153
77,200,10,1,103
989,272,10,1,50
464,196,7,1,93
800,781,563,0,17
800,754,723,0,15
656,127,0,1,113
289,102,10,1,105
843,462,710,0,18
329,341,0,1,101
348,69,10,1,92
800,696,491,0,19
1500,661,746,0,8
800,734,631,0,12
41,287,10,1,73
800,830,676,0,14
800,636,604,0,16
800,627,569,0,17
800,707,665,0,17
151,101,5,1,130
800,639,772,0,14
213,28,2,1,147
957,919,861,0,11
683,291,0,1,111
800,629,691,0,14
737,182,10,1,54
942,327,0,1,73
800,1015,779,0,11
156,306,0,1,126
212,118,10,1,91
248,96,10,1,104
800,608,755,0,14
747,145,8,1,79
350,225,0,1,130
81,322,0,1,135
561,24,0,1,144
323,183,0,1,136
607,194,0,1,112
800,862,643,0,13
935,350,0,1,77
674,280,10,1,47
35,91,10,1,113
135,245,0,1,123
800,772,592,0,15
800,814,732,0,11
1812,426,657,0,10
622,122,0,1,119
777,158,0,1,106
46,291,8,1,89
823,422,820,0,16
1204,532,667,0,17
623,245,5,1,74
446,263,10,1,62
800,983,641,0,11
1490,592,886,0,8
621,4,10,1,91
800,911,713,0,13
348,389,5,1,81
567,400,0,1,103
881,163,0,1,105
1570,700,833,0,8
133,44,10,1,117
800,708,763,0,14
1535,478,812,0,11
994,44,4,1,89
136,163,7,1,106
800,697,617,0,17
872,359,10,1,31
42,51,10,1,103
1485,401,757,0,12
657,362,6,1,56
565,181,0,1,115
321,23,10,1,110
341,20,3,1,127
288,44,0,1,145
992,122,0,1,96
395,400,10,1,53
800,780,809,0,12
800,788,652,0,17
800,1023,525,0,12
800,919,531,0,16
800,768,543,0,14
800,1023,630,0,11
55,174,2,1,126
484,115,0,1,124
800,559,687,0,19
837,12,10,1,74
491,160,6,1,98
1700,426,878,0,13
1366,700,853,0,12
800,845,569,0,15
1962,633,801,0,4
1682,531,848,0,9
1014,803,762,0,9
430,331,10,1,67
1116,627,802,0,13
756,223,2,1,104
1866,460,879,0,8
822,194,5,1,79
800,630,734,0,13
509,204,7,1,87
764,49,10,1,75
960,184,10,1,53
800,704,720,0,13
800,676,643,0,14
1396,703,910,0,11
141,57,10,1,104
800,813,481,0,13
188,145,0,1,138
800,669,569,0,14
1525,581,594,0,9
785,374,0,1,79
800,825,475,0,15
800,776,505,0,16
1874,401,838,0,7
800,660,481,0,15
800,892,674,0,13
1384,516,796,0,14
803,165,0,1,103
270,120,10,1,101
704,102,10,1,68
821,506,875,0,15
800,658,578,0,15
800,614,605,0,15
388,327,0,1,114
514,225,10,1,79
414,206,10,1,74
907,139,10,1,50
16,245,10,1,90
1010,933,873,0,7
578,216,0,1,107
800,625,680,0,14
800,550,585,0,17
1804,1008,754,0,2
800,706,581,0,17
576,201,0,1,110
647,247,0,1,113
418,45,10,1,82
183,14,0,1,156
804,126,10,1,59
800,781,782,0,14
444,156,10,1,83
686,401,783,0,18
1443,664,901,0,8
660,258,10,1,52
800,844,606,0,11
772,288,10,1,42
219,77,10,1,91
800,582,660,0,16
800,716,655,0,18
743,242,0,1,104
985,121,10,1,52
800,635,629,0,15
446,52,0,1,146
1487,592,552,0,12
1916,591,728,0,8
996,277,0,1,91
974,285,7,1,56
800,636,602,0,19
1319,619,664,0,14
65,333,0,1,127
800,810,599,0,17
800,739,594,0,14
424,34,3,1,126
198,12,0,1,146
168,264,0,1,133
800,966,727,0,9
800,224,0,1,110
336,53,0,1,150
1615,552,801,0,8
800,758,638,0,17
800,804,706,0,11
800,843,717,0,13
1375,648,784,0,8
933,248,10,1,49
159,59,0,1,160
797,76,0,1,116
800,979,645,0,11
800,980,633,0,12
1813,530,782,0,9
1922,444,550,0,14
845,301,4,1,75
6,77,10,1,105
300,226,10,1,76
1782,435,698,0,9
793,452,708,0,20
800,837,602,0,14
800,678,648,0,15
1764,539,661,0,11
800,876,800,0,14
1647,618,772,0,12
778,50,5,1,93
964,682,803,0,12
800,587,523,0,18
452,83,0,1,146
1137,891,1000,0,6
800,781,763,0,17
800,671,811,0,17
800,709,606,0,18
911,401,749,0,20
904,117,0,1,106
800,752,820,0,11
906,261,10,1,55
299,249,9,1,72
564,224,0,1,122
1715,721,682,0,11
584,68,10,1,84
800,987,556,0,13
800,933,543,0,16
800,1023,544,0,13
155,272,0,1,123
800,951,711,0,11
626,69,7,1,102
535,50,0,1,129
621,67,0,1,119
571,11,0,1,146
483,0,10,1,96
814,351,10,1,36
800,848,618,0,11
38,183,0,1,156
744,68,10,1,79
800,821,824,0,12
833,452,812,0,14
800,851,553,0,15
200,45,10,1,98
365,159,7,1,105
800,889,827,0,11
976,552,603,0,16
800,775,584,0,15
562,337,10,1,58
678,225,0,1,101
800,765,642,0,14
1979,1022,869,0,3
1815,466,746,0,8
1413,497,622,0,14
1,54,10,1,102
628,12,10,1,94
586,314,10,1,57
1788,555,820,0,11
1972,433,787,0,10
800,596,793,0,13
189,120,1,1,129
888,230,0,1,99
808,106,0,1,126
413,174,0,1,136
876,131,0,1,118
800,836,565,0,14
1937,457,659,0,10
1466,754,817,0,7
779,230,0,1,110
800,720,656,0,16
1862,401,848,0,11
721,123,6,1,89
1307,428,911,0,13
1493,793,944,0,8
582,154,10,1,75
800,673,623,0,18
800,840,520,0,13
923,841,863,0,11
800,619,733,0,17
513,4,5,1,125
1220,413,648,0,18
853,124,10,1,70
572,320,10,1,61
938,363,0,1,81
1951,523,650,0,11
800,718,557,0,17
1660,866,951,0,6
62,28,0,1,159
184,163,3,1,131
800,735,509,0,14
533,174,10,1,80
811,660,806,0,14
800,832,525,0,16
1433,423,804,0,12
1493,778,781,0,6
867,332,0,1,90
1615,401,877,0,9
800,783,802,0,16
305,84,10,1,86
903,703,756,0,14
1865,711,841,0,7
732,135,10,1,65
707,651,796,0,18
800,962,626,0,11
484,204,0,1,110
332,130,10,1,95
875,49,10,1,75
349,77,6,1,119
831,219,0,1,90
206,56,10,1,110
800,839,675,0,15
487,378,0,1,107
593,211,0,1,112
373,36,0,1,154
236,255,8,1,83
800,768,515,0,17
800,736,650,0,14
800,1021,667,0,10
1681,554,659,0,9
10,314,10,1,83
800,811,576,0,17
800,777,676,0,17
800,848,755,0,11
1049,410,653,0,15
509,197,4,1,107
463,212,9,1,66
1443,963,864,0,7
800,757,678,0,16
800,635,782,0,16
1478,499,635,0,11
1184,681,674,0,15
916,245,10,1,55
587,59,10,1,81
1204,666,713,0,12
832,303,0,1,101
606,10,8,1,91
503,5,1,1,135
1095,509,713,0,14
800,821,627,0,13
800,868,640,0,16
412,276,10,1,61
800,805,589,0,18
813,0,0,1,131
800,601,669,0,19
503,104,9,1,97
1085,547,782,0,15
480,369,7,1,67
361,261,0,1,115
800,823,772,0,13
761,273,10,1,40
800,857,660,0,15
790,307,0,1,94
896,151,0,1,100
163,47,10,1,94
51,147,0,1,142
800,574,598,0,15
800,870,721,0,15
800,750,759,0,17
117,306,10,1,72
942,83,6,1,86
800,852,613,0,11
684,381,3,1,85
993,259,10,1,43
202,6,0,1,160
818,601,888,0,16
631,47,2,1,132
281,160,10,1,79
139,97,10,1,109
446,29,10,1,90
1105,480,598,0,15
918,115,10,1,64
281,157,1,1,119
58,264,10,1,90
1213,539,815,0,13
902,100,10,1,57
800,844,463,0,17
1896,783,815,0,8
68,360,10,1,78
649,145,0,1,129
800,956,664,0,12
700,233,0,1,105
801,350,0,1,78
1739,469,626,0,12
46,264,10,1,95
800,848,461,0,16
800,742,824,0,14
647,284,10,1,49
800,646,665,0,14
800,947,773,0,10
722,170,0,1,118
752,370,0,1,76
800,721,549,0,19
751,618,900,0,12
578,226,10,1,62
800,1003,630,0,9
800,1023,751,0,13
800,929,641,0,12
1518,458,643,0,10
800,766,604,0,15
720,364,8,1,58
800,764,689,0,15
175,15,6,1,118
206,305,10,1,65
210,363,9,1,74
404,247,10,1,73
800,706,746,0,15
1939,475,947,0,8
332,338,10,1,57
800,935,568,0,15
1187,574,799,0,13
800,737,616,0,14
902,183,10,1,45
865,536,569,0,19
1000,13,0,1,111
800,705,578,0,18
730,34,0,1,129
800,820,631,0,15
1721,447,728,0,12
1330,419,714,0,17
9,45,10,1,105
800,852,765,0,13
922,106,8,1,73
800,889,565,0,11
969,60,0,1,125
800,670,698,0,15
601,17,0,1,136
104,118,4,1,119
479,36,10,1,90
660,91,0,1,132
1915,845,863,0,5
1225,647,822,0,11
242,183,0,1,133
800,592,768,0,13
800,755,598,0,14
790,460,876,0,18
836,266,0,1,84
890,314,10,1,37
1936,691,723,0,4
723,171,3,1,95
500,68,9,1,87
61,91,0,1,161
655,45,10,1,86
423,196,10,1,64
679,289,0,1,98
800,646,589,0,18
800,653,533,0,15
800,801,789,0,14
800,600,613,0,19
165,309,1,1,113
916,316,3,1,82
1282,592,668,0,14
844,317,10,1,42
1711,549,799,0,9
800,913,731,0,11
922,181,0,1,100
800,721,529,0,13
583,352,0,1,107
800,955,646,0,11
153,296,0,1,119
800,714,624,0,18
800,946,768,0,9
944,873,908,0,10
661,182,0,1,102
800,974,520,0,13
1839,434,643,0,13
918,202,10,1,59
606,231,0,1,114
800,891,518,0,17
800,672,547,0,17
819,203,10,1,45
209,165,0,1,140
1000,258,0,1,97
144,371,10,1,61
745,383,0,1,93
41,196,0,1,135
333,283,0,1,119
1424,654,590,0,10
340,2,0,1,141
1269,614,550,0,12
1598,624,899,0,9
868,114,10,1,70
1027,511,925,0,15
439,13,10,1,94
800,946,529,0,12
664,78,2,1,116
643,141,8,1,77
800,917,569,0,13
1754,754,953,0,5
1099,525,639,0,13
800,713,596,0,14
322,192,10,1,93
657,400,0,1,100
800,896,712,0,10
800,764,651,0,16
977,407,774,0,14
1598,668,630,0,11
800,666,774,0,15
868,240,10,1,58
886,245,0,1,93
800,611,490,0,17
506,216,10,1,81
1681,500,646,0,10
1700,582,710,0,10
295,82,10,1,103
800,726,728,0,14
310,52,10,1,98
897,170,4,1,89
884,258,0,1,86
800,978,786,0,13
637,98,10,1,75
800,678,576,0,16
800,690,777,0,17
800,843,727,0,15
1875,532,858,0,10
800,636,633,0,17
800,873,750,0,15
800,931,612,0,11
1728,669,872,0,6
119,72,0,1,145
800,983,723,0,14
1000,205,10,1,44
800,659,685,0,15
1324,645,656,0,14
749,45,8,1,76
800,695,769,0,15
800,916,770,0,11
153,202,0,1,132
399,224,0,1,131
800,807,669,0,14
98,396,10,1,60
800,790,692,0,15
868,140,5,1,78
91,124,0,1,150
113,264,0,1,128
800,824,584,0,15
77,69,10,1,100
800,903,561,0,12
738,115,10,1,64
870,123,10,1,73
800,651,828,0,17
632,97,0,1,130
800,737,533,0,15
744,381,10,1,29
800,641,542,0,20
871,382,0,1,92
144,43,6,1,129
934,235,0,1,103
800,827,610,0,12
800,862,537,0,16
215,90,10,1,90
163,143,10,1,85
152,69,0,1,153
185,90,0,1,155
800,671,784,0,17
800,692,666,0,13
1122,572,887,0,15
90,50,0,1,166
512,186,8,1,84
800,1023,700,0,12
540,126,10,1,89
312,18,10,1,106
800,780,609,0,16
58,310,6,1,108
443,256,10,1,66
800,932,516,0,11
800,838,616,0,13
1875,999,912,0,2
800,745,646,0,17
436,139,0,1,139
800,943,568,0,15
47,220,0,1,142
800,826,657,0,16
76,139,0,1,153
864,244,0,1,98
800,817,594,0,16
800,963,513,0,15
800,1016,805,0,11
800,888,737,0,10
800,958,727,0,9
127,279,10,1,88
352,227,5,1,104
800,809,541,0,14
800,775,820,0,15
809,198,0,1,112
774,311,10,1,53
107,277,0,1,136
800,631,800,0,16
800,922,600,0,13
800,1023,691,0,13
298,201,0,1,121
731,182,5,1,80
800,792,753,0,15
800,785,468,0,17
558,344,10,1,55
800,908,556,0,14
742,46,0,1,136
293,124,5,1,103
532,348,1,1,104
800,747,744,0,12
621,394,7,1,49
124,240,10,1,73
55,59,1,1,143
800,855,651,0,16
935,172,10,1,44
718,83,0,1,126
1948,670,894,0,5
800,976,750,0,9
800,846,581,0,12
491,351,10,1,54
1258,518,744,0,14
7,208,0,1,144
800,799,619,0,14
1132,437,719,0,16
905,399,7,1,41
657,182,0,1,122
800,776,782,0,15
800,585,753,0,14
1504,571,711,0,11
312,199,1,1,135
1973,999,997,0,0
800,771,703,0,17
352,203,0,1,130
800,609,572,0,20
559,70,0,1,143
1643,687,730,0,10
311,279,0,1,130
800,684,777,0,15
422,221,7,1,93
1416,764,952,0,8
76,100,9,1,115
543,32,10,1,99
1220,478,630,0,14
907,30,9,1,75
800,945,802,0,9
797,337,0,1,94
1383,982,846,0,8
800,829,532,0,16
484,190,2,1,124
144,45,0,1,155
800,970,564,0,12
966,426,803,0,17
1085,627,820,0,14
336,287,0,1,127
800,884,850,0,9
805,289,10,1,42
550,2,10,1,98
83,99,10,1,106
800,802,736,0,12
250,236,0,1,124
610,213,0,1,113
78,124,0,1,143
589,144,6,1,92
364,48,0,1,154
406,216,0,1,114
702,110,10,1,62
800,748,518,0,16
800,639,678,0,15
800,819,581,0,15
278,97,10,1,95
800,827,689,0,15
800,791,528,0,14
948,130,10,1,54
94,130,1,1,132
1859,742,1023,0,4
579,282,0,1,117
393,373,0,1,97
152,199,9,1,94
216,356,0,1,121
956,214,0,1,90
774,49,10,1,65
800,947,669,0,15
222,150,0,1,142
189,156,0,1,138
800,819,723,0,11
414,198,8,1,94
883,354,10,1,36
983,350,10,1,24
134,391,10,1,55
916,359,0,1,91
1552,646,811,0,11
1247,689,620,0,15
800,914,728,0,12
800,703,619,0,18
800,861,627,0,15
1878,436,816,0,7
698,246,10,1,63
800,810,635,0,12
177,199,9,1,89
800,760,697,0,16
800,871,764,0,15
800,978,743,0,10
314,369,2,1,93
800,970,623,0,14
320,278,0,1,128
800,850,612,0,14
1753,637,890,0,5
773,163,0,1,117
468,245,0,1,106
46,325,10,1,71
800,743,460,0,17
805,369,2,1,66
225,380,0,1,113
947,21,0,1,109
800,971,689,0,14
800,926,727,0,14
800,900,506,0,12
1240,716,771,0,9
959,535,797,0,12
800,900,514,0,16
867,401,873,0,18
721,162,0,1,118
800,897,780,0,10
1108,632,885,0,14
800,661,601,0,15
800,984,810,0,11
75,259,8,1,103
57,50,10,1,102
800,771,776,0,11
96,32,10,1,106
800,772,668,0,15
800,758,742,0,13
800,784,641,0,17
800,951,580,0,12
1365,572,561,0,15
248,273,1,1,128
1968,501,831,0,5
979,976,858,0,11
103,334,0,1,133
1750,851,981,0,3
2000,425,918,0,5
800,929,706,0,14
938,326,0,1,73
734,289,9,1,48
800,913,526,0,16
800,822,741,0,16
1870,492,787,0,8
1127,580,676,0,17
0,342,0,1,128
627,136,10,1,76
143,4,6,1,127
1826,658,711,0,7
800,868,792,0,14
883,265,10,1,33
623,17,0,1,142
599,22,10,1,91
180,94,0,1,146
563,400,10,1,37
800,768,621,0,16
869,481,691,0,19
800,779,575,0,16
357,214,0,1,135
1515,463,613,0,14
800,782,804,0,16
800,751,617,0,13
800,649,682,0,15
800,675,595,0,16
871,306,0,1,98
673,203,0,1,118
330,153,0,1,142
1876,413,863,0,12
763,401,808,0,20
800,699,661,0,13
800,676,566,0,18
252,161,0,1,138
811,224,0,1,112
800,771,752,0,12
521,329,10,1,64
1496,469,708,0,11
912,360,0,1,71
719,44,10,1,79
800,918,654,0,14
607,173,0,1,110
1775,493,839,0,6
1242,1015,906,0,7
464,375,0,1,107
402,400,0,1,96
800,766,752,0,17
800,1010,704,0,9
800,886,590,0,12
764,266,10,1,55
295,162,0,1,129
108,0,7,1,136
800,721,698,0,13
126,250,4,1,109
557,283,4,1,96
455,397,10,1,61
800,690,769,0,14
800,768,787,0,15
800,909,671,0,14
87,152,2,1,139
244,260,0,1,113
337,94,0,1,133
1616,714,916,0,8
576,298,6,1,77
800,858,759,0,14
800,664,531,0,16
800,772,533,0,13
742,337,10,1,33
9,379,0,1,114
1168,727,859,0,10
1821,517,851,0,11
1155,615,642,0,14
720,73,10,1,71
874,210,10,1,56
893,122,10,1,59
800,792,661,0,12
1247,455,652,0,18
898,127,8,1,62
521,61,0,1,144
81,257,0,1,127
526,107,10,1,80
800,719,680,0,17
801,107,0,1,120
48,142,10,1,96
664,362,0,1,82
903,567,735,0,14
800,772,585,0,13
800,1019,579,0,13
88,106,4,1,141
599,101,0,1,131
372,51,10,1,90
386,312,10,1,74
698,65,10,1,81
75,100,10,1,110
683,125,0,1,110
920,229,0,1,108
569,79,0,1,137
861,9,10,1,74
643,137,0,1,124
800,860,777,0,15
800,659,810,0,14
800,703,579,0,15
800,759,750,0,13
800,714,643,0,15
935,83,0,1,107
224,179,10,1,98
126,99,0,1,147
800,679,554,0,15
835,542,577,0,16
800,789,712,0,16
800,846,699,0,11
655,63,2,1,109
985,542,634,0,17
800,952,499,0,16
800,905,667,0,15
1218,401,864,0,13
800,675,652,0,15
686,282,10,1,48
800,654,530,0,15
1156,819,843,0,8
571,21,0,1,138
1333,574,849,0,10
134,245,10,1,87
800,681,614,0,15
630,51,6,1,110
666,91,0,1,119
800,943,769,0,14
800,861,619,0,15
786,496,750,0,15
384,273,0,1,124
800,845,687,0,16
793,0,0,1,134
947,26,0,1,117
494,51,2,1,129
800,714,759,0,14
1680,507,742,0,12
800,878,726,0,14
715,83,0,1,132
800,983,723,0,12
291,381,10,1,61
800,817,699,0,16
1601,892,828,0,6
865,315,0,1,83
800,995,573,0,14
62,95,0,1,161
800,634,608,0,19
800,729,617,0,12
800,777,537,0,15
106,184,0,1,152
800,825,642,0,13
419,63,0,1,135
591,23,10,1,80
878,300,2,1,88
781,71,0,1,117
636,26,10,1,87
690,9,0,1,135
970,184,10,1,60
1190,580,703,0,16
254,274,0,1,121
800,824,750,0,15
840,315,10,1,53
427,19,7,1,103
800,1023,527,0,13
841,447,665,0,19
375,336,6,1,90
800,626,648,0,19
235,208,0,1,127
320,361,0,1,98
800,851,685,0,12
746,40,10,1,78
650,157,10,1,61
484,119,10,1,86
669,22,0,1,143
1468,517,895,0,9
667,290,0,1,98
800,899,658,0,11
376,101,0,1,149
800,845,703,0,12
1273,420,879,0,12
734,155,6,1,92
800,922,530,0,15
1607,865,999,0,2
288,230,0,1,122
792,111,0,1,128
551,34,10,1,100
975,296,0,1,95
1912,697,601,0,9
800,955,677,0,13
800,785,566,0,17
148,18,0,1,167
997,646,829,0,12
1334,674,805,0,13
959,187,0,1,90
800,615,577,0,16
800,777,459,0,16
683,189,0,1,123
1263,729,901,0,11
0,315,10,1,76
228,149,7,1,103
1018,518,682,0,18
345,119,0,1,127
800,642,583,0,15
403,247,10,1,72
651,243,10,1,57
133,207,10,1,90
107,115,0,1,141
800,929,571,0,11
188,364,10,1,65
1439,719,995,0,8
106,325,7,1,96
800,944,551,0,12
145,214,10,1,91
111,250,10,1,74
1714,906,1011,0,5
923,59,10,1,73
800,796,805,0,16
499,350,10,1,60
800,835,521,0,14
800,810,539,0,14
853,306,0,1,97
800,381,10,1,33
968,313,10,1,26
987,75,10,1,61
800,703,710,0,15
340,226,10,1,68
800,605,544,0,17
788,211,10,1,52
28,96,10,1,107
966,39,10,1,56
800,553,542,0,20
800,700,480,0,18
838,310,10,1,47
122,187,0,1,137
247,225,0,1,119
939,962,978,0,8
800,699,764,0,16
1913,972,811,0,1
171,30,0,1,161
1844,543,572,0,9
588,375,10,1,57
991,332,0,1,74
800,898,531,0,16
800,786,796,0,13
537,335,10,1,56
471,124,10,1,92
800,745,559,0,18
800,595,567,0,19
800,972,731,0,10
800,665,620,0,18
180,130,7,1,108
800,625,591,0,17
372,207,10,1,81
990,389,10,1,24
1038,928,786,0,11
820,5,10,1,73
927,106,10,1,56
918,49,0,1,129
827,256,1,1,100
160,190,10,1,99
356,207,0,1,129
800,1022,603,0,11
800,898,709,0,10
808,400,10,1,24
324,126,8,1,97
943,368,10,1,35
494,221,10,1,77
941,93,10,1,70
743,49,10,1,80
800,859,575,0,14
500,97,10,1,96
23,40,10,1,115
800,1002,618,0,10
828,98,0,1,123
800,989,547,0,13
1596,510,618,0,13
800,968,812,0,9
800,628,675,0,19
800,866,635,0,14
391,398,9,1,56
800,842,635,0,16
162,130,0,1,143
403,28,0,1,147
136,261,0,1,140
1466,453,607,0,12
800,1023,752,0,9
800,703,649,0,16
0,265,0,1,141
1569,669,646,0,12
585,55,0,1,131
800,1023,502,0,11
115,400,10,1,54
1628,605,770,0,11
790,670,811,0,18
800,871,803,0,15
800,747,627,0,14
547,241,0,1,118
520,147,0,1,134
553,356,0,1,89
1294,442,632,0,15
800,984,530,0,14
485,321,10,1,57
660,326,10,1,59
800,962,721,0,10
800,810,635,0,11
1166,864,821,0,12
1928,891,928,0,1
950,497,690,0,15
800,988,760,0,9
800,751,680,0,17
1718,455,814,0,9
1576,436,838,0,9
718,38,10,1,88
800,788,498,0,18
800,807,500,0,17
841,65,0,1,110
832,121,0,1,120
800,980,579,0,10
183,290,10,1,79
1571,551,596,0,12
945,98,10,1,70
1297,401,620,0,15
988,130,0,1,114
800,777,767,0,12
800,1023,628,0,12
800,758,524,0,17
800,601,619,0,18
800,850,741,0,15
405,23,0,1,134
800,829,690,0,13
580,317,0,1,101
800,737,679,0,15
520,295,10,1,55
800,775,625,0,13
953,256,1,1,82
238,188,0,1,141
666,347,0,1,90
401,80,10,1,81
164,204,10,1,99
1334,655,550,0,11
800,647,500,0,20
269,311,10,1,81
1316,406,870,0,15
757,204,10,1,58
957,239,4,1,69
75,337,10,1,69
240,323,10,1,69
849,292,3,1,85
958,880,861,0,8
790,235,10,1,65
800,971,564,0,11
427,138,0,1,136
425,143,0,1,124
977,254,1,1,79
800,910,758,0,9
328,273,0,1,121
800,795,815,0,11
407,54,3,1,122
287,186,7,1,104
800,956,661,0,14
735,30,10,1,72
729,426,711,0,20
1000,34,10,1,56
800,896,594,0,15
800,819,785,0,15
800,711,532,0,17
1087,743,853,0,9
800,643,674,0,13
800,643,496,0,18
1224,963,949,0,4
800,883,581,0,15
800,858,506,0,12
816,525,784,0,16
165,306,8,1,81
800,634,678,0,16
104,37,10,1,109
1258,686,776,0,13
114,225,0,1,145
18,376,0,1,133
1134,928,1023,0,6
825,639,616,0,14
452,237,0,1,127
145,122,9,1,91
186,150,4,1,116
800,784,786,0,14
161,171,2,1,121
1578,725,811,0,5
852,200,10,1,47
122,126,10,1,93
800,981,746,0,10
553,355,0,1,107
800,898,784,0,14
762,296,0,1,94
713,282,0,1,102
931,961,809,0,11
851,41,10,1,71
800,749,555,0,14
1747,481,842,0,7
852,517,692,0,15
795,332,0,1,85
1120,992,969,0,9
800,623,507,0,17
1463,455,727,0,12
800,981,618,0,10
714,399,0,1,80
541,287,10,1,51
392,89,0,1,139
1334,558,707,0,14
800,733,755,0,15
887,319,10,1,38
1608,1023,856,0,3
